0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
10.5918, 0, 1.3543, 0
10.5719, 0, 1.34092, 0
10.8517, 0, 1.02737, 0
10.8312, 0, 1.01382, 0
10.811, 0, 0.999823, 0
10.4907, 0, 0.986288, 0
10.4707, 0, 0.972376, 0
10.4505, 0, 0.958842, 0
10.1297, 0, 0.645078, 0
10.109, 0, 0.631065, 0
10.0881, 0, 0.617492, 0
10.067, 0, 0.603611, 0
10.0456, 0, 0.590053, 0
10.0241, 0, 0.576348, 0
10.0024, 0, 0.562804, 0
9.98051, 0, 0.549274, 0
9.95848, 0, 0.536062, 0
10.2366, 0, 0.823414, 0
10.2143, 0, 0.810547, 0
10.1918, 0, 0.797632, 0
10.1692, 0, 0.784598, 0
10.1464, 0, 0.771416, 0
10.1236, 0, 0.758081, 0
10.1006, 0, 1.0449, 0
10.0775, 0, 1.03128, 0
10.0542, 0, 1.01754, 0
10.3312, 0, 1.30398, 0
10.3077, 0, 1.29003, 0
10.2841, 0, 1.27646, 0
10.2604, 0, 0.962553, 0
10.2367, 0, 0.948839, 0
10.2128, 0, 0.934989, 0
10.1888, 0, 0.921008, 0
10.1648, 0, 0.90691, 0
10.1407, 0, 0.892707, 0
10.1165, 0, 0.878408, 0
10.0922, 0, 0.864021, 0
10.068, 0, 0.849554, 0
10.0436, 0, 0.835012, 0
10.0193, 0, 0.820401, 0
9.99494, 0, 0.805723, 0
9.67029, 0, 0.790982, 0
9.64597, 0, 0.77618, 0
9.62169, 0, 0.761321, 0
9.29717, 0, 0.446104, 0
9.27303, 0, 0.431132, 0
9.249, 0, 0.417144, 0
8.9248, 0, 1.00399, 0
8.90105, 0, 0.990233, 0
8.87748, 0, 0.976478, 0
8.55382, 0, 0.663344, 0
8.5307, 0, 0.649766, 0
8.50784, 0, 0.637032, 0
8.78557, 0, 1.22491, 0
8.76331, 0, 1.21187, 0
8.74138, 0, 1.19847, 0
9.3204, 0, 0.884421, 0
9.29919, 0, 0.870357, 0
9.277, 0, 1.8018, 1
8.9572, 0, 1.78808, 0
8.93836, 0, 1.77433, 0
8.91883, 0, 1.76054, 0
8.89672, 0, 1.74671, 0
8.87327, 0, 1.73284, 0
8.84957, 0, 1.71891, 0
