0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
25.1915, 0, 3.48085, 0
25.1884, 0, 3.4788, 0
25.886, 0, 2.77606, 0
25.8828, 0, 2.77397, 0
25.8797, 0, 2.77182, 0
25.176, 0, 2.76974, 0
25.1729, 0, 2.7676, 0
25.1698, 0, 2.76551, 0
24.4659, 0, 2.06274, 0
24.4627, 0, 2.06059, 0
24.4595, 0, 2.0585, 0
24.4563, 0, 2.05636, 0
24.453, 0, 2.05428, 0
24.4497, 0, 2.05217, 0
24.4463, 0, 2.05009, 0
24.443, 0, 2.048, 0
24.4396, 0, 2.04597, 0
25.1369, 0, 2.74468, 0
25.1334, 0, 2.7427, 0
25.13, 0, 2.74071, 0
25.1265, 0, 2.73871, 0
25.123, 0, 2.73668, 0
25.1195, 0, 2.73463, 0
25.1159, 0, 3.43325, 0
25.1124, 0, 3.43116, 0
25.1088, 0, 3.42904, 0
25.8059, 0, 4.12761, 0
25.8023, 0, 4.12547, 0
25.7987, 0, 4.12338, 0
25.795, 0, 3.42058, 0
25.7914, 0, 3.41848, 0
25.7877, 0, 3.41634, 0
25.784, 0, 3.41419, 0
25.7803, 0, 3.41202, 0
25.7766, 0, 3.40984, 0
25.7729, 0, 3.40764, 0
25.7691, 0, 3.40543, 0
25.7654, 0, 3.4032, 0
25.7617, 0, 3.40096, 0
25.7579, 0, 3.39872, 0
25.7542, 0, 3.39646, 0
25.0497, 0, 3.39419, 0
25.046, 0, 3.39191, 0
25.0423, 0, 3.38963, 0
24.3378, 0, 2.68663, 0
24.3341, 0, 2.68433, 0
24.3304, 0, 2.68218, 0
23.626, 0, 4.08146, 0
23.6224, 0, 4.07934, 0
23.6188, 0, 4.07723, 0
22.9145, 0, 3.37455, 0
22.9109, 0, 3.37246, 0
22.9074, 0, 3.3705, 0
23.6046, 0, 4.76995, 0
23.6012, 0, 4.76794, 0
23.5978, 0, 4.76588, 0
24.9959, 0, 4.06306, 0
24.9926, 0, 4.0609, 0
24.9892, 0, 4.05869, 0
24.2855, 0, 4.05645, 0
24.2826, 0, 4.05417, 0
24.2796, 0, 4.05186, 0
24.2762, 0, 4.04953, 0
24.2726, 0, 4.04718, 0
24.269, 0, 4.0448, 0
